ten_quan,url_goc,diem,noi_dung,user
Ngõ - Nem Chua Rán Hà Nội - Lê Văn Sỹ,https://www.foody.vn/ho-chi-minh/ngo-nem-chua-ran-ha-noi-le-van-sy,8.2,"Là một người ăn khó tính nên mình có nhận xét như sau :
- về không gian : tuy ở vỉa hè nhưng mình rất thích ở đây , vỉa hè rộng vừa có bàn ăn và có chỗ để xe luôn, thoáng mát và không quá ồn ào , có thể tụ tập để tám chuyện.
- Nhân viên phục vụ : nhiệt tình, về việc dắt xe và đón khách.
- món ăn và hình thức : 1 chữ ngon, tuy nhiên có 1 chút điểm trừ như : dưa leo hơi ít , mình không biết là nem chua có ăn kèm được với đậu bắp hay không nhưng có thêm đậu bắp càng tốt.
Nước thì quán không bán.

còn lại thì đợi các bạn trải nghiệm. chung quy là ổn. do tối qua lo tám chuyện nên không cầm điện thoại chụp nên tạm chôm hình bạn dưới :)))",Cốc Tuyệt Tình
Ngõ - Nem Chua Rán Hà Nội - Lê Văn Sỹ,https://www.foody.vn/ho-chi-minh/ngo-nem-chua-ran-ha-noi-le-van-sy,8.4,"Chỗ này ngoài lề đường, rộng rãi thoáng mát, nem chiên giòn giòn ăn kèm với nước chấm hà nội siêu ngon, nhân viên nhiệt tình vui vẻ ... sẽ quay lại",Ngân Mun
Ngõ - Nem Chua Rán Hà Nội - Lê Văn Sỹ,https://www.foody.vn/ho-chi-minh/ngo-nem-chua-ran-ha-noi-le-van-sy,9.0,"Nem ngon, rẻ, nước chấm rất vừa miệng. Có thể đặt giao hàng rất nhanh và tiện lun. Mọi người nên ăn phần lớn sẽ tiết kiệm hơn ak.",Vy Lê
Gà Bản Đôn - Gà Nướng Sa Lửa & Gà Nướng Cơm Lam Tây Nguyên - Quận 3,https://www.foody.vn/ho-chi-minh/ga-ban-don-ga-nuong-sa-lua-ga-nuong-com-lam-tay-nguyen-quan-3,1.0,"Đặt 2 phần giao có 1 phần, thông tin để liên lạc trong ứng dụng cũng ko có",Quang Dương Hoàng Nhật
Bún Chả Thu Xưa - Quận 3,https://www.foody.vn/ho-chi-minh/bun-cha-thu-xua-quan-3,3.0,"Bán bún đậu mắm tôm mà không bỏ mắm tôm thì ăn bằng gì, muốn chửi thề quá.",Nguyễn Phong
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,5.0,"Quán xinh nhưng thức ăn dở tệ. Cơm sống, đậu rán bằng mỡ mùi ko ngon, như mỡ dùng nhiều lần, chả cua toàn thịt vị ko tươi, rau xào như nấu trước rồi cho lò vi sóng chỗ nóng chỗ lạnh và nhão nhoẹt. Phục vụ chỉ được 6/10 thôi, lúc đầu nv thái độ ko chuyên nghiệp, về sau có đỡ hơn khi thấy mình khó chịu. Nói chung do covid hay sao mà trải nghiệm tệ quá.",Trang Nguyen
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,5.0,"Món ngon*** Buổi trưa nhưng quán vẫn khá đông khách
Không gian khá ok, nhân viên thân thiện, đồ ăn tgif tạm được, chắc do mưa ướt giày nên khó chịu",Amy C
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,8.0,"Hôm nay đi ăn gà lên mâm vô tình bỏ quên đt ở quán may nhờ có chị nhân viên siêu dễ thương gọi lại nhắc bạn mình, mình book grap lấy thì quán gói lại giúp mình 
Quán ăn ngon mà phục vụ nhiệt tình nữa nhất định sẽ ghé lần nữa",Phungtran271
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,9.0,quán thân thiện dễ tìm giá cả hợp lí ..phù hợp họp với gia đình bạn bè..nhân viên khá vui tính và thân thiện,Tiên Nguyễn
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,8.4,"Không gian: Quán được trang trí khá đẹp, thoáng mát, rộng rãi. Quán vừa có trệt có lầu nha.
Phúc vụ: Nhiệt tình, chu đáo, dễ thương.
Gửi xe là một điểm trừ cho quá nha. Phí gửi xe là 5k/ chiếc, gửi ở bên kia đường.
Mình gọi 1 gà lên mâm. Lên món là nhìn thấy hấp dẫn liền. Một mâm đày ụ luôn. Gà cáo nhiều cách để chế biến nên sẽ khi ăn sẽ không bị ngán. Nước chấm ăn kèm rất ngon, vừa vị. Còn gỏi thì được trộn vừa rất ngon. Khuyến khích các bạn nên chọn món này này khi tới quán.
Giá cả bình dân so với chất lượng món ăn. Sẽ quay lại quán trong thời gian tới.",Nhật Linh Trần Hoàng
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,8.0,"Gửi xe: bên đường hoặc gần đó. 5k/chiếc. 
Vị trí: khu vực này buổi tối khá vắng vẻ yên tĩnh, dễ tìm. 
Không gian: mình ngồi dưới đất. Hình như có trên lầu nữa. Trang trí đẹp, không gian tuy nhỏ nhưng sắp xếp đi lại thoải mái. 
Nhân viên: phục vụ hơi lâu, nhân viên nhiệt tình, lịch sự. 
Món ăn: đa số món nào cũng ok, so với mặt bằng và chất lượng thì giá rất hợp lý. Kết món bò lá lốt ở đây, món cá lóc nướng chuối cũng ngon và nhiều. 
Thích hợp ăn gia đình. Sẽ quay lại để thử thêm nhiều món nữa.",Thao Doan
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,9.4,"Nhà mình đi 4 ng, gọi các món sau:
- Gà lên mâm (hình): ăn rất ổn nha, nước chấm siêu ngon, gỏi vừa ăn. Tóm lại là khuyên nên gọi món này.
- Heo mọi nướng cơm lam: ổn lun, cơm lam dẻo thơm ăn kèm muối mè. Thịt heo mọi ướp gì có màu xanh lá nhưng ăn rất vừa miệng. 
- Bò nướng lá lốt: ok nhưng mắm nên là loại miền trung nên ai ko quen sẽ thấy mặn. 
- Sụn gà chiên giòn: cực kỳ ổn",Bảo Ngọc
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,7.2,"Mình đi 3 người kêu 1 mâm 3 người ăn no. Gỏi gà và lòng gà xào nghệ khá ngon. Gà quay thì hơi khô, nên gọi mâm gà hấp sẽ ổn hơn.",Gin Nguyen
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,8.2,"Gà lên mâm ở An Nam Quán trứ danh thật xuất sắc, ngon, đậm vị và có nhiều cách chế biến của một con gà nên ăn sẽ không ngán.

Giá cả bình dân, một nhóm 4 người share bill ra tầm khoảng 150k, mà ăn no căng bụng.

Nhân viên phục vụ có hơi chậm một xíu, chắc do mình đi buổi tối lúc quán đông, nhưng các bạn rất vui vẻ và nhiệt tình.

Không gian ở chi nhánh này hơi nhỏ một chút xíu, các chi nhánh khác có vẻ rộng hơn.

Mình đặt bàn trên Tablenow để được giảm giá, tiết kiệm được một chút, kaka",Minh Phạm
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,7.8,Lần đầu tiên tới quán cùng hội . món ăn ok. Phục vụ cũng nhiệt tình,Nguyễn Toàn
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,10.0,"Mỗi lần thèm đồ ăn quê nhà là phải ghé nơi này, menu nhiều món ngon, phục vụ tốt. Không gian rộng rãi, có thể đặt tiệc lên đến 50 người",Ngọc Diễm
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,10.0,"Mỗi lần ghé qua vào quán tôi thường dùng món này, vì món rất ngon , ở đây chủ yếu là đặc sản miền Trung",Hoai Man
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,10.0,Mình đi 4 khách. Bill tầm 600k mà no và ngon quá chừng. Quán có không gian thoát mát. Ngồi phía ngoài gần hàng tre khá thích. Sẽ ghé ăn thường xuyên.,Yến Yến
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,8.6,"Tới với quán đã là lần thứ 3 rồi! Thật sự rất thích quán này, từ chất lượng món ăn rất ngon cho đến phục vụ đều rất nhiệt tình, chu đáo, Sẽ ghé lại quán cùng với gd và bbe",Ngọc Sô Huỳnh
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,7.8,"Đồ ăn ngôn, phục vụ nhiệt tình ,sẽ quay lại lần nữa",Tho Tho
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,10.0,"Quán ăn ngon..menu phong phú.đặc biệt có món Gà Lên Mâm rất hấp dẫn..bạn có thể chọn gà quay hoặc gà hấp để thay đổi khẩu vị..nhà hàg có không gian ấm cúg..có nhiều view đẹp để sf này nọ...
Nói chung là Ngon..",Viên
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,3.6,"minh tới đây vào buổi tối lúc đã đói meo.
thời gian ra món hơi chậm (chắc do quán đông), mình cũng tạm chấp nhận. nhưng riêng phần dặn dò đầu bếp thì bị lơ đểnh dù đã được đổi lại
cái không thích nhất là anh trai quản lý (không tiện nhắc tên):
- dù đã dặn dò món ăn cho bạn ghi order nhưng bếp lại quên. sau đó bưng ra thì mình xin đổi lại nhưng anh trai quản lý có vẻ không tin và không cho đổi mà check lại order rồi cứ loay hoay như chuyện của người khác và chỉ muốn mình order lại và tính tiền lại. nói một hồi mới chịu dọn phần-ăn-không-phải-của-mình đi.
- quán có không gian mở nên phải dùng quạt máy cho đỡ nóng. nhưng vừa tính tiền xong mình có ngồi lại thêm xíu để tìm địa điểm cafe thì anh trai quản lý có vẻ không thích nên đã rút điện quạt và mang quạt đi luôn. (quạt máy đứng chứ không phải loại cố định. mình cũng thắc mắc là sao nhà hàng không gian thoáng mà lại không lắp hẳn quạt cố định)
sẽ không quay lại vì món ăn tạm được nhưng dịch vụ của tệ",Phú Tăng
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,2.4,"Ngoại trừ gà lên mâm ok chút, đang ăn vữa thạch cao rớt đùng đùng vào đồ ăn. Gọi phục vụ nhẹ nhàng kêu em đổi cho c, em ấy dạ dạ sau đó lấy dĩa thức ăn lau sạch vữa còn đồ ăn cũ đưa lại cho mình. Lần thứ 2 kêu e đổi cho c, mang vào trong rồi mang ra, thấy còn lấm tấm. Đến khi kêu tính tiền do quá trễ, còn món chả cá chưa mang ra, mới bắt đầu làm, thật sự quá kinh khủng, cá tanh như chưa từng có, nước chấm không thể tệ hơn. Xuất hóa đơn thì kêu 3 ngày mới có, và buộc khách phải quay lại nhà hàng lấy chứ không gửi qua bưu điện.Mang tiếng là quán lớn nhưng chất lượng và đối xử khách hàng quá kém.",Thanh
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,8.0,"Quán có món gà lên mâm rất ngon, 1 phần khá nhiều cho 2-3 người ăn.
Gà chắc thịt, món lòng xào miễn chê về mùi vị. Trình bày đẹp mắt.
Không gian ngồi dân dã, lâu lâu tụ tập bạn bè đến quán cũng hay.",TẤN BẢO
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,1.0,"Trưa 11/6 mình với bố mình có đến quán, mình để bố vào trước còn mình đứng ngoài xem có ai hướng dẫn đỗ xe không, chờ mình chạy lên lề rồi quản lý mới ra, nhìn xa xăm hỏi "" chị đặt bàn chưa"" , chắc mình cao 3 mét hay sao mà thấy ảnh ngước cổ cao quá trời. Rồi mình nói chưa, sau đó cũng không hướng dẫn mình gửi xe mình phải hỏi gửi xe ở đâu, thế là anh quản lý chỉ ra rồi ngoáy đít đi luôn không nói một câu với khách luôn, mình còn lơ ngơ thì em trai giữ xe bên kia ngoắt ra rồi mới đỗ xe. Vô bàn thấy bố mình ngồi trơ ra đó với tờ rơi của quán không biết gọi món gì, mình cũng nghĩ là chắc thực đơn nhiêu đây, kêu bé phục vụ lại gọi món thì bé mới xin lỗi rồi đưa thực đơn cho bố mình. Lúc mình tới thì chỉ có 1 bàn đang đợi món, và anh quản lý xếp bàn cho bố mình. Vâng, đến thực đơn cũng không đưa ra nổi mà. Mấy bé nhân viên rất ok, chỉ có quản lý kim cương quay đít zô bàn mình lúc bàn mình đang ăn. Ôi ..! Lát sau có khách Tây vô thì ảnh tất bật lắm đưa 2 quyển thực đơn luôn mà. Thiết nghĩ mấy bạn ăn ở chi nhánh khác để tránh cái thằng quản lý đó ra. Mà mình không đọc được bảng tên, nhưng thằng mặt đó nhìn dễ ra lắm, cứ zô quán thấy thằng nào mặt thúi là nó đó ạ. Đồ ăn ổn, nên đừng tẩy chay quán nhé..",Châu Mạch
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,8.0,"Được mời đi ăn sinh nhật và cũng là lần đầu đến quán, be bé xinh xinh, khu vực trên lầu là các phòng máy lạnh để đặt sinh nhật và tiệc gia đình riêng này kia. Giá cả cũng khá là ok, không quá đắt, phù hợp cho ăn uống cùng gia đình hay hội bạn bè. Món gà lên mâm ngon, gỏi vừa miệng, xôi mềm và dẻo không bị khô. Súp thì hơi nhạt và quá đặc nên mình k thích lắm. Cà ri tôm cháy tỏi phải nói là ngon bá cháy luôn, nước dừa béo, thơm vị tỏi phi, tôm đậm đà. Mấy món thịt nướng cũng rất ngon. Có món lẩu cá diêu hồng khá lạ do nước dùng thêm sữa tươi (hình như có tí kem beo hay nước dừa gì đấy) nên rất lạ miệng, béo ngậy nhưng vẫn giữ được vị chua cay đúng điệu của nước lẩu. Phục vụ khá chu đáo và cẩn thẩn. Nhìn chung cũng thích, có dịp sẽ quay lại cùng gia đình.",Trâm Tròn Trịa
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,7.4,"Nghe đồn về quán nhiều nay mới có cơ hội đến. Đến ngay ngày khuyến mãi 1 số món giá cực tốt. Xôi dẻo quyện với pate thơm béo dễ chịu. Gà dai vừa ngon. Giá vừa phải , ngon, nhân viên phục vụ khá dễ thương ! 
Sẽ quay lại ngay gần nhất!!",Thu Thu
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,1.0,"Giữ xe giở thói côn đồ với khách nữ. Nạt nộ lúc lấy vé, quát lúc lấy tiền 5k/ xe, thấy nữ ra lay xe một mình thì giở thói côn đồ muốn đánh mắng khách, mặc cho khách im re chẳng dám nói gì?! Khuyên các bạn nữ tránh xa quán này. Mình thì cạch mặt quán này từ đây!",Phuc Duy
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,4.2,"Ăn ở quán rất nhiều lần thấy cách phục vụ của nhân viên ở đây tệ nhất trong những quán đã đi, dù vậy vẫn luôn đến ủng hộ vì bạn mình rất thích món chả bò ở đây. Nhưng đến hôm nay mới nói, nhân viên ở đây không chuyên nghiệp, phục vụ thì đứng nói chuyện với nhau khi quán vắng khách. Hôm nay đến quán thì nhân viên hỏi đi mấy người, mình nói hai người thì nhân viên nói ngồi bàn ngay cửa. Bảo chị không muốn ngồi ngay cửa và phía trong có bàn dành cho 6 người, mình muốn ngồi ở đó nhưng nhân viên nói bàn đó chỉ dành cho khách đông. Nhưng bên kia cũng bàn 6 mà vẫn cho 3 người ngồi, vậy tại sao k để mình ngồi !?. Nếu là khách nước ngoài thì sẽ không bao giờ nói như vậy, giống như đi 2 người thì ăn không trả tiền hay sao !?",Khánh Kim
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,6.8,"Phù hợp ăn uống gia đình nhóm bạn.
Không gian: ghế ngồi đau lưng, phòng lạnh hơi nặng mùi thức ăn
Thức ăn: gà lên mâm ăn tạm được, nhưng gỏi đi kèm hơi nhạt, cơm chiên kiểu Thái ăn hợp miệng. chả cua mang ăn rất ngon",Khoa Vũ Trần Đăng
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,8.2,Rất nhiều thực khách tổ chức sinh nhật tại đây vì quán có không gian rộng rãi và lịch sự. Món ăn vừa ngon vừa đẹp mắt,Mr Trung Cao
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,6.8,"Kém xa so với chi nhánh khác.
Phục vụ thì ok",Anthony
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,5.0,"Đi hôm mưa, k book bàn trước nên phải ngồi bên ngoài hiên, hơi nhiêu muỗi. 1 phần gà lên mâm đặc biệt 2 người ăn là vừa, các món gà nhìn chug ngon, gỏi gà hơi thiếu vị ngọt.",Chu Thục Oanh
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,6.2,"Trưa mình cùng đồng nghiệp có ghé đây ăn, mình thấy quán cũng nhỏ nhưng khá đông, lúc mình đến phải lên tận lầu 2 mới có chỗ ngồi, tụi mình đi 3 người kêu 1 mâm gà thấy ăn cũng đủ no, gà ở đây mình thấy cũng ổn có xôi ngon, gà cũng mềm nói chung cũng tạm ổn.. phục vụ cũng thân thiện. Giá các món trong thực đơn cũng cao nhưng tụi mình đi ít nên cũng k ăn dc nhiều món.Nếu có dịp mình sẽ quay lại :)",Nga Vo
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,8.4,"Công ty mình mỗi dịp đi ăn đông thường chọn quán này vì quán sạch sẽ, không gian rộng rãi, món ăn ngon, nhân viên phục vụ tốt.

Thực đơn quán rất phong phú như cá lóc nướng, tôm sú sốt bơ tỏi, ram cuốn cải xanh, lẩu… 
Món gà lên mâm ở đây thì khá nổi tiếng rồi, một mâm thường có 4 món: gà luộc hoặc quay, gỏi gà, lòng gà xào và xôi trắng ăn kèm. 

Có hai điểm trừ nho nhỏ hôm nhóm mình tới ăn là: Món lòng gà xào trong set gà lên mâm, mình thích ăn hành tây, tuy nhiên hôm bữa hành xào hơi sống. Món ram cuốn cải xanh thì tuy đã đặt trước nhưng bên quán cho rau hơi ít. Đến lúc xin thêm thì quán báo hết cải xanh

Các món còn lại khá ok: Món tôm sú sốt bơ tỏi thì khỏi chê rồi, ăn rất ngon, sốt béo vừa, ăn kèm với bánh mì, Lẩu cá thác lác với cá dai dai, nước lẩu ngọt, dễ ăn…

Còn rất nhiều nữa, mình lười viết nên bạn hãy tự đến quán và thưởng thức nhé ^^",Mai Quế Nguyễn
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,7.4,"Lâu lâu mới có dịp hẹn hò với 2 người chị, mọi ng bảo thèm ăn món gà lên mâm mà trên mạng ngta hay share ầm ầm đó... cái là lên mạng search tìm qán nào có món này ok để dẫn chị đi ăn... và đã tìm đc qán này. Đi ăn trong 1 chiều mưa nên cái tần suất ngấm đồ ăn vào cơ thể nó ngon hơn bình thường đó chớ...
**Vị trí: nó nằm ở Tú Xương chỗ gần CMT8 nhen, nếu bạn đi từ CMT8 quẹo vô thì mình gửi xe trc, có cái bãi xe nằm bên trái, rồi đi bộ khoảng 50m là qán nằm bên phải luôn. 
**Không gian: qán có 1 trệt 1 lầu. Lúc mình vô là bên dưới qán có bàn đặt hết r, nên mình lên lầu. nhìn chung không gian khá thoáng, vs những chùm đèn vàng nên nhìn qán có vẻ ấm cúng.
**Món ăn: mình gọi cũng nhìu món lắm để thưởng thức xem vị đồ ăn nơi đây có ok k... có món gỏi mít non ăn vs bánh đa khá lạ miệng và ok lắm. vị trộn của gỏi hòa quyện vs bánh đa giòn giòn, ăn như tan luôn đó chứ.
Đây còn có món bánh phở cuốn vs thịt nướng cũng ok lắm nhen, chấm với mắm gì mình qên tên r.. mà các bạn nên thử khi ghé qán này.
Món gà lên mâm qán này mình ăn khá ok luôn đó... xôi của nó ngon lắm. mình phải kêu thêm 1 phần xôi nữa ăn cho đã miệng. Gà các vị họ làm cũng vừa miệng, k qá mặn cũng k qá nhạt, chấm với nước sốt ăn kèm vs xôi là bá cháy.
Nhân viên: nhân viên qán dễ thương lắm dù chỉ toàn là con trai thôi, mà khéo tay nữa, phục vụ tâm lý hỉu ý khách nên khá dễ chịu khi đến qán thưởng thức đồ ăn. Lúc ra về trời còn mưa, chú bảo vệ còn cầm dù cho tụi mình ra bãi xe, mặc áo mưa vô đàng hoàng cho khỏi ướt r mới cất dù đi. Khá hài lòng về nhân viên luôn.",Chang Chang
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,7.4,"Mình đi 4 người
Thức ăn: 1 phần gà lên mâm đặc biệt và xôi thêm, xôi rất dẻo và thơm. Lẩu cá thác lác hơi đắng nhưng nước có vị ngọt thơm, cá ngon 👍👍👍👍
Phục vụ: nhiệt tình, nhanh nhẹn 👍👍👍👍
Giá cả: hơi đắt tí nhưng chấp nhận dc 👍👍
Không gian: quán khá đông nên đặt chỗ trc vào những giờ cao điểm 👍👍👍
Điểm không thích: gửi xe lấy tiền 
Đánh giá chung 💖💖💖",Bảo Nghi Lê
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,7.0,"Đi trưa 4 người. Gọi gà, hến với rau cải ram. Quên mất tên gọi của quán rồi 😂😂
Hến xúc có miếng bánh tráng. Chấm mắm ăn tí hết mất. Gà với xôi thì vừa miệng. Gà mềm. Ram cuốn lá cải ăn lạ lạ. Hơi nóng do không gian lầu 1 hơi chật.
Để xe đối diện có bảo vệ. Phục vụ ok lắm.
Sẽ quay lại. Thích hợp khi đi với cả gia đình. Thấy có nhiều nhân viên văn phòng. Quán ấm cúng.",Thảo Thảo
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,6.4,"Mình có ghé quán và gọi Gà lên Mâm Đặc biệt, có vài nhận xét như sau:
- Món nướng/quay: ăn tạm được
- Món xôi: dẻo, mềm nhưng nhạt ko có vị
- Món gỏi: món này quán làm rất tệ, ăn chua, hầu như không có vị gì cả, thua quán ven đường Trần Quang Diệu
- Món xào: có vẻ cũng quên nốt bỏ gia vị, ăn ko có tí cảm xúc nào

Nói chung với giá 325k thì không đắt so với số lượng món, nhưng nếu xét về cảm nhận ngon miệng thì không đạt mức trung bình.

Quán nên đổi đầu bếp khác

Nhân viên ok, gửi xe phải qua đường hơi bất tiện, nên miễn phí gửi xe cho khách nếu khách đã ăn ở quán.",Hoàng Trọng
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,6.4,"- gà ở đây ngon, có nhiều kiểu nấu chiên, nướng, hấp, trong 1 mâm ăn lạ
 - giá cả thì cũng tương đối
- nhân viên phục vụ nhanh
- quán hơi nóng, không gian hơi nhỏ, không được thoáng
- ăn ở đây toat hết mồ hôi
- về phần gà thì có 1 số loại ngon, còn 1 số bỏ toàn cổ gà nhiều quá, ăn không ngon
- nói chung là tạm được
- có dịp sẽ quay lại",Vu Phong Vo Thanh
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,9.0,"Gia đình mik đã ghé ăn nhiều lần, món nào cũng rất là ngon, nhân viên lễ phép, quán ấm cúng",Tuân Quốc
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,8.0,"An Nam quán có không gian gia đình lịch sự, ấm cúng, nhẹ nhàng với menu món ăn là các món Việt mình thích, làm và trình bày đẹp mắt, lại hợp vệ sinh mà giá cả hợp lý.

Đặc sản của quán là món Gà Lên Mâm. Mẹt này có gà luộc, lòng gà, xôi...gà này là gà ta nha, thịt chắc, da gà bóng lưỡng, nói chung là ok.

Món Cháo lươn bỏ trong tô thật bự, cháp bốc khói nghi ngút, ngọt nước, lươn ko bị tanh.

Món khác như Bò trùm mền ăn với bánh mì làm rất đậm đà.",Khoa Nguyễn
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,7.0,"Như tên gọi của quán, đến đây thì nhất định phải thử gà lên mâm rồi. Một mâm như vậy nhìu lắm nha. Bữa tụi mình ăn 4ng no ứ hự. Gía cả vậy là rất okie. Đặc biệt pate và xôi ăn với gà hợp và ngon cực kì. Mấy món còn lại thì mình thấy kg đặc sắc, cá nhân mình thấy nêm hơi đậm nên ăn xong khát nước lắm. 
Không gian quán hơi nhỏ nhưng chịu thôi hihi",Amy Chuong
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,8.8,Ăn nhiều lần rồi nhưng nay mới review. Đồ ăn ngon miễn chê. Thích nhất gà lên mâm. Vẫn nhớ mấy cái gáo dừa uống nước ở NBK,Hiep Nguyen
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,7.0,"Lần đầu tiên ăn tiệc ở đây, cảm nhận không gian ấm cúng, món ăn ngon, phục vụ nhanh nhẹn, giá cả tương đối phù hợp với chất lượng món ăn.
Vị trí quán dễ tìm tuy nhiên không có chỗ gửi xe, phải đưa xe cho nhân viên gửi ở chỗ khác",Khuong.Dang
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,6.4,"Thức ăn: mình gọi gà quay lên mâm, ăn đỡ ngán hơn nhiều so với gà lên mâm bình thường, gà ngon, ướp vừa ăn, sò điệp nướng mỡ hành nhỏ, khô, nhưng lại khá đắt 133k 12 con 👍👍👍👍
Không gian: đẹp nhưng ồn do đông👍👍
Phục vụ: nhiệt tình 👍👍👍👍
Điểm không thích: gởi xe tốn tiền 
Đánh giá chung: ❤❤❤",Bảo Nghi Lê
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,7.0,"Ăn gà mâm ở đây nhiều lắm r. Ngon. Giá cả phải chẳng. Một mâm như vầy 3 người ăn no căng. Lòng xào nghệ đậm đà hương vị miền trung, gỏi gà bóp hành ăn giải ngán. Gà roti cũng dai ngon. Xôi dẻo. 
Quán mát mẻ.",Ngọc Cao
An Nam Quán - Gà Lên Mâm - Tú Xương,https://www.foody.vn/ho-chi-minh/an-nam-quan-tu-xuong,7.2,Hôm nay đi ăn với gia đình có kêu gà lên mâm thường và gà đặc biệt mà chỉ nhớ chụp gà thường thôi. Xôi ngon nhưng mà phần gỏi mặn quá.,Uyên Bối Uyên
