ten_quan,url_goc,diem,noi_dung,user
Bò Né 2 Chị Em - Đường D2,https://www.foody.vn/ho-chi-minh/bo-ne-2-chi-em-duong-d-2,4.2,"Lần đầu mình đi kiếm quán thì quán cũng dễ tìm , mình học trường gần đó nên đi bộ . Hôm đó mình ra học sáng 8h là ra nên mình với bạn đi kiếm quán . Lúc vào quán rồi thì mình phải tự đi lấy menu tự xem rồi đang chọn món thì mới có chị kia ra ghi ( chắc một phần là đang làm đồ ăn đằng sau bếp và một phần ỷ đang vắng khách ý :(( ) .
Mình và bạn mình gọi 2 phần bò thập cẩm 49k có trứng + pate + một miếng bò , được tặng thêm 2 dĩa rau salad + 2 ổ bánh mì (vì đi 2 người). Điểm trừ là bò hơi dai , pate thì không có gì đặt biệt. Theo mình giá vậy thì hơi mắc . Không gian thì cũng khá thoáng , khá yên tĩnh vì chắc đi buổi sáng :)))",Quyên Lâm
Bò Né 2 Chị Em - Đường D2,https://www.foody.vn/ho-chi-minh/bo-ne-2-chi-em-duong-d-2,6.8,"Hôm nay quay lại đây ăn vào buổi chiều khoảng 5g30 nên quán không có ai ngồi nói chuyện dễ, ngồi khoảng tầm 6g là bắt đầu lhasch vào liên tục đa số mọi người đến đây ăn bít tết. Nhóm mình đến đây không làn nào gọi bít tết cả chắc đợt sau có ghé sẽ ăn thử bít tết. Mình gọi cơm chiên tôm, một dĩa to 1 người ăn no luôn cơm chiên thơm không bị khô tôm nhiều lắm mà còn lột vỏ nữa mình thấy nhiều nên đếm thử khoảng 8 con lận chứ mấy quán khác khoảng chừng 4 con là cùng. Trang trí nhìn cũng đẹp mắt nữa. Có kèm thêm chén canh khoai mỡ nhưng canh hơi mặn, nguội không được nóng. 1 dĩa như vậy giá 41k. Trà đá 2k. Khoai tây chiên bơ đường 15k. Nui xào bò 44k nhìn cũng hấp dẫn lắm. Do quám bít tết nên hơi dầu mỡ bám vào bàn ghế vệ sinh lhoong kĩ thấy rít rít không được sạch.",Cindy Nguyen
Bò Né 2 Chị Em - Đường D2,https://www.foody.vn/ho-chi-minh/bo-ne-2-chi-em-duong-d-2,6.8,"Chiều đi làm về ghé đây ăn, 4 đứa kêu 3 phần: bò lúc lắc, cơm chiên dương châu, nui xào bò và 1 phần khoai tây chiên do bạn mình ăn ở đây rồi nói đồ ăn nhiều nên 4 đứa kêu 3 phần ăn chung ai dè mang ra mỗi phần chỉ đủ 1 người ăn là vừa no ăn 4 đứa không thấm vào đâu thế là phải kêu thêm 1 phần mì xào bò. Nói chung đồ ăn ngon trang trí đẹp chỉ có điều mì xào bò lúc mang ra nhìn cũng hấp dẫn, sợi mì hơi mềm, bò ăn nhằm miếng bị hôi cắn vào có cảm giác kì kì nên bỏ đũa luôn cảm thấy no luôn không dám ăn nữa. Nhân viên thì bình thường tụi mình ngồi hơi lâu thấy nhân viên cũng có thái độ không hài lòng cứ đi ra đi vô nhìn nhìn nhưng lịch sự không nhắc nhở gì mà vẫn châm nước uống bình thường. Cũng hài lòng. Giữ xe miễn phí",Cindy Nguyen
Bò Né 2 Chị Em - Đường D2,https://www.foody.vn/ho-chi-minh/bo-ne-2-chi-em-duong-d-2,6.0,"4 đứa đi ăn, lạng vô đây thử. Mới đầu vô mà thấy nhân viên ngồi đằng trước nhìn ỉu xìu với ánh mắt nhìn kiểu khinh khinh là không ấn tượng ổn rồi. Quán đã có khách ngồi 3-4 bàn. Không gian không gọn gàng, sàn nhà dơ. Mà bàn ngồi 4 người chật quá. Đụng tay tùm lum. Không nhớ menu lắm, món ăn đa dạng. Kêu 1 bít tết trứng 3 bít tết thập cẩm. Nhân viên không hề nở 1 nụ cười ?! Thích chỗ nào mà nhân viên vui vẻ cơ nên nhìn cũng nản theo.
Đem phần ăn ra. Bò hơi dai, mình ăn thì thấy bò nêm vừa, 3 bạn mình thì nói lạt. Không có gì đặc sắc. Ăn cho lẹ rồi về. Ra lấy xe thì anh giữ xe cũng chủ động dắt xe cho nhưng lại hất hất đầu kiểu kêu ra trước đi. Đi ăn mà nhân viên từ trên xuống dưới như bị quỵt lương là sao vầy nè !?",Trương Nhật Bảo Nhi
Bò Né 2 Chị Em - Đường D2,https://www.foody.vn/ho-chi-minh/bo-ne-2-chi-em-duong-d-2,5.6,"Mình ăn phần beefsteak đầy đủ, có bò pate, trứng ốp la salad. Bò dai, miếng bò nhỏ. Pate nhiều nhưng nguội, dù đã cố gắng áp xuống chảo để nó ấm lên nhưng vẫn k thành công, lạnh ăn k ngon. Trứng ăn ok. Salad làm k ngon :3 quán nhỏ, để ý mới thấy, không gian tầng dưới đủ cho nhóm nhỏ, đi riêng. Quán k đông khách lắm.",Ling Shui
Bò Né 2 Chị Em - Đường D2,https://www.foody.vn/ho-chi-minh/bo-ne-2-chi-em-duong-d-2,6.4,"Lần nào tới đây mình cũng kêu món cơm chiên hải sản, ngon, hợp khẩu vị. Giá cả cũng hợp lý. Bếp nằm ngay phía ngoài cửa bước vào nên hơi nhớp nháp, trên lầu thì sạch hơn nhưng buổi trưa nóng nực lắm.",Tran Thuong
Bò Né 2 Chị Em - Đường D2,https://www.foody.vn/ho-chi-minh/bo-ne-2-chi-em-duong-d-2,6.4,"Dưới lầu nhìn hoi ghê, dầu mỡ đầy sàn. Chắc tại bếp kín quá. Lên lầu thì thoáng hơn, nhưng vẫn bị ám ảnh. Món ăn cũng được, bò không mềm lắm, nhưng gia vị ngon. Các món còn lại thì cũng như nhiều nơi khác, không có gì đặc sắc. Gửi xe free nên cho thêm 1+",Hoa Mỹ
Bò Né 2 Chị Em - Đường D2,https://www.foody.vn/ho-chi-minh/bo-ne-2-chi-em-duong-d-2,6.2,"Bò Né 2 Chị Em 
128 Đường D2, phường 25, quận Bình Thạnh, HCM 

Gửi xe miễn phí, không có wifi. Phần bò né đầy đủ gồm trứng, pate, bò - 39k. Thịt bò dai, patê còn nguội - chắc do ẩu + vội dù quán k0 đông khách.",Tra Tran
Quán Nam Bộ - Bánh Xèo & Bánh Khọt,https://www.foody.vn/ho-chi-minh/quan-nam-bo-banh-xeo-banh-khot,9.0,"Bánh rất to nha mn, giá chỉ 35k mà tôm thịt cũng nhiều. Đặc biệt mình rất thích rau ở đây, sạch sẽ, tươi. Bánh tráng, trà đá free, có bồn rửa tay nữa.
Không gian thoáng mát, để xe ngay trc quán",TuấN
Quán Nam Bộ - Bánh Xèo & Bánh Khọt,https://www.foody.vn/ho-chi-minh/quan-nam-bo-banh-xeo-banh-khot,7.0,"Bánh xèo 25k 1 cái thôi nên nội dung bên trong cũng không có gì, dầu nhiều nên ăn hơi ngấy
Bánh khọt thì ok hơn nhưng mà nên ăn 1 dĩa thôi nhiều hơn sẽ ngáng nhe do trong bột có nước cốt dừa
Điểm cộng là rau rửa rất sạch. Nhưng mà bánh tráng của quán thực ra không phù hợp cuốn bánh xèo lắm",Thuong Corleone
Quán Nam Bộ - Bánh Xèo & Bánh Khọt,https://www.foody.vn/ho-chi-minh/quan-nam-bo-banh-xeo-banh-khot,9.0,"- Đến quán thì nằm ngay dưới khu chung cư , bảng hiệu lớn nên cũng dễ tìm. Buổi sáng quán bán bánh canh , bún riêu, còn buổi chiều những món dân gian không bao giờ phai vị là bánh xèo, bánh khọt. Đi ăn cùng lũ bạn vào buổi chiều tối để xem trận banh cho đã lun. Công nhận bánh xèo , bánh khọt đậm chất miền Tây và ít dầu lắm. Bánh làm rất ngon , ăn rất vừa vị. Chủ quán cũng bắt chuyện vui vẻ, nhiệt tình. Giờ biết quán có Foody chắc mốt ở nhà hoặc văn phòng order về ăn cho đã bao tử quá.",Huyền Trần
Korea No.1 Mala SORIMMARA - Quận 1,https://www.foody.vn/ho-chi-minh/korea-no-1-mala-sorimmara-quan-1,5.0,"Quán ăn nhiệt tình, nhân viên vui vẻ hoạt bát món ăn ngon bổ rẻ rất hợp gu, không gian mát mẻ",Huỳnh Thị Phương
Korea No.1 Mala SORIMMARA - Quận 1,https://www.foody.vn/ho-chi-minh/korea-no-1-mala-sorimmara-quan-1,5.0,"Quán ăn ngon , món ăn hấp dẫn thu hút , nhân viên phục vụ thân thiện vui vẻ môi trường sạch sẽ",Huỳnh Thị Phương
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,9.6,Ai uống toco nhiều chắc cũng biết là chất lượng nước ở các cn rất khác nhau. Nên mỗi lần thử ở cn mới rất rén 😂 Hnay mình thử ở D2 thì rất ngon luôn nên mới lên đây rv ạ. Đặt đc lúc trân châu mới nấu nên còn nóng mềm. Mình thử choco cream hạt dẻ ít ngọt rất ngon. Cứ sợ bột socola rẻ tiền uống sẽ ngọt lắm nhưng chỗ này socola rất đậm vị nha.,Thanh Nguyễn
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,1.8,"Mình nhận được tờ rơi ""Đồng giá 20k"" khi đặt qua Now. Tới nơi mua thì Nhân viên nói kiểu không có áp dụng trong khi tờ rơi ghi rõ ràng, cộng thêm 1 thái độ rất mẹ thiên hạ và tác phong thiếu chuyên nghiệp. Tập hợp tác phong dàn nhân viên trong quầy pos + bar chắc thành cái chợ được luôn. 
Mình làm căng thì mới chịu áp dụng chương trình, kèm thái độ như đi cho ấy.
Quá thiếu chuyên nghiệp cho một nhãn hàng có thương hiệu.",Minh Trần
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,10.0,Trà sữa này ngon thiệt á,Phương Na
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,10.0,"Hôm nay mình và bạn có đặt trà sữa ở đây. Ly của mình thì rất ngon rất ok, nhưng ly của bạn mình thì bị giao thiếu 2 phần trân châu. Có lẽ hôm nay quán quá đông nên làm sót, anh shipper giao cho tụi mình ngồi chờ cũng lâu nên lấy hàng xong chẳng kiểm tra đã vội giao ngay. Sau khi phát hiện thiếu topping thì mình có tìm số điện thoại của quán trên google và được tiếp chuyện bởi một giọng nam, mình nghĩ có lẽ là chủ quán. Anh chủ xin địa chỉ của mình rồi cúp máy. Một tiếng sau thì thấy anh đích thân tới gửi lại tụi mình một ly nước nguyên vẹn với topping đầy đủ, kèm lời xin lỗi vì đã giao thiếu. Mình khá bất ngờ vì cứ nghĩ quán chỉ gửi lại phần topping bị thiếu chứ không nghĩ sẽ nhận lại được nguyên ly nước luôn. Rất cảm ơn cách giải quyết đầy lịch sự và thiện chí của quán ạ!",Phạm Minh Thùy
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,6.0,"Hôm nay, tự nhiên thèm trà sữa nên đặt TocoToco gần chỗ làm để uống, em đặt 2 ly một ly trà dứa nhiệt đới và 1 ly trà ô long kem phô mai . Lúc giao hàng đến xách vô mới thấy là thiếu kem phô mai , mong anh chị nhân viên chú ý hơn ạ, trên bill vẫn tính tiền kem phô mai . Hơi thất vọng xíu.",Po'Ss Ú'Ss
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,3.2,"Đặt ở đây được 3 lần và đều là món trà nhật đậu đỏ nhưng lần đầu không thêm topping thì có đậu đỏ. Lần 2,3 mạnh dạn thêm thạch băng tuyết (thêm tiền) thì cả một ly được 2 hạt đậu đỏ mà món này không có đậu đỏ thì không ngon nữa. 
Mình nghĩ là bỏ thêm tiền để thêm thạch chứ không phải là thêm tiền để thay thế đậu đỏ bằng thạch. Thất vọng!",Quân Nhật
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,3.0,Machiato của em đâu ạ ? Thường ngay đặt ship vẫn giữ nguyên machiato nhưng giờ thì làm ly giấy thì không có machiato khi mở ra,Mymy18220
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,6.8,"Đêm hôm kiếm món gì uống mà đỡ béo xí thì rơ phải em nó. Hơi bị đỉnh nha. Giờ mới biết Toco có món hay vậy. Sẽ oder dài dài món này. 

Mà bớt ngọt chút nữa thì ok hơn, mình không thể chọn mức đường cho món này được, k hiểu tại sao. (Chọn mức đá vẫn được)",Thủy Ngọc
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,10.0,Hôm nay chị Phương vẫn dễ thương như ngày nào,Meo C
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,10.0,"Trà sữa ngon , quán sạch sẽ hợp vệ sinh . Nhân viên siêu dễ thương. Nhất là chị Phương 😂😂😂😂",Meo C
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,10.0,"Cuối tuần đi trà sữa quán quen 🥰🥰 vẫn ngon như ngày nào, lại còn đc giảm giá 30%. Trà sữa thơm béo, trân châu sợi dai ngon 😍😍 đặc biệt bữa nay để xe tại quán, hong phải chạy đi gửi nữa 😂😂 nhân viên quá ư là thân thiện. Luôn luôn ủng hộ 👍👍👍",Foodee_Blk1kgaf
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,6.0,"Mọi lần mình uống vẫn thấy ok, hôm qua đặt 8 ly mà ly nào uống cũng không ngon. Kem cheese lỏng và nhạt không như mọi ngày, trà 50% đường như không bỏ đường luôn.",Nga Nguyen
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,9.6,"Mình đến quán từ chiều nay, order trà sữa panda. Vị trà sữa ngon, không nhạt nói chung vừa với khẩu vị của mình. Nếu các bạn muốn thử một lần giống như mình ở toco thì hãy đến toco nguyễn gia trí để uống nha!!! 😘😘😘",Kull’S Q.N
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,5.0,"Mình order yakult xoài độ ngọt 50%. Vậy mà vẫn ngọt k thể uống dc phải pha thêm đá và nước. 
50% đã vậy nếu là 100% thì có tiểu đường dc ko?",Hoang Nguyen
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,5.2,Trà sữa ngon nhưng order 5 ly không 1 cái ống hút ..,Yến Nhi Lý
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,7.6,"Mình order 3 món nhưng mình ưng nhất sữa tươi trân châu đường đen ở quán không qá ngọt trân châu mềm có chút dai dai, hồng trà thì vị khá bình thường.",Xuan Huong Nguyen
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,5.0,"Trà sữa bạc hà order thêm trân châu sợi. Tóm gọn 1 câu là chán dễ sợ. Pha chế tệ, trà sữa bạc hà không ngon, chân trâu còn dở hơn nữa. Mình luôn chọn size L, ly này luôn toping là 33k đang được sale 50%. So với gọi món sữa tươi trân châu đường hổ mình hay uống thì giá cao hơn. Không biết cảm giác sao nhưng mình thấy trà sữa của toco không ngon, không biết mấy loại hồng trà và món khác có đỡ hơn không. Đang có 2 món mới là trà dâu tằm gì đấy nhưng bên chi nhánh này không có món này. Mình muốn đặt phải đặt bên q2 giao á.",Vicky
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,4.6,"Mình uống toco nhiều r nhưng chưa bao giờ nó dở như ở đây, mấy chỗ như Nguyễn Tri Phương mình yêu cầu 50 đường 50 đá ship tới vẫn ngon nhé, k những trà sữa lỏng le mà những thứ trong trà sữa ba anh em cũng lèo tèo như bỏ cho có, bạn đừng bao biện nhiều, muốn có nhiều ng uống thì nên coi lại pha chế, chứ giảm giá 50% rồi làm dở ẹt ng ta cũng k quay lại lần 2 nhé.",Chiêu Tuyệt
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,4.4,Không hiểu sao đánh giá chất lượng được 6.8 luôn á. Tôi đánh giá chất lượng được 3.0 chắc toàn nhân viên ở đây lên đánh giá ngon quá. Mọi người đừng để thấy phí tiền như mình khi mua trà sữa ở đây nha.,Chiêu Tuyệt
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,5.0,"Mình đặt 2 ly trà sữa ba anh em và trà sữa bánh pudding 50% đường 50% đá mà giao tới lỏng le, vị nhạt nhẽo uống còn k bằng trà sữa lề đường. Quá thất vọng.",Chiêu Tuyệt
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,3.2,Quá dở. Mình uống Oolong kem cheese order 50% đường mà bán như nước lạnh bỏ kem cheese. Trong khi mình uống món này đã nhiều lần rồi mà hôm nay mới gặp trường hợp này.,Vannguy7
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,5.0,"Đồ uống không ngon. Đường có vị ngọt mà đắng chát, quá nhiều đường so với sữa. Sữa loãng k có mùi vị gì. Uống ly to size L, uống xong no cả bụng nhưng cảm giác là chỉ để uống thì dc chứ độ ngon và mùi vị không đủ giữ chân khách hàng. Lâu lâu mới order uống mà lần nào đều k hài lòng về cách pha chế. Hơi nản về chuyện này. Còn mọi thứ đều nhanh chóng, order cái là có ngay kiểu không phải đợi chờ, thích điều này. Lần sau uống sẽ chọn loại nước khác thử xem, chứ 2l uống đều dở ẹc cả.",Vicky
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,10.0,Mấy đứa nhân viên làm như tia chớp,Bubu Chip
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,10.0,Nhìn vào quán là có cảm tình liền.. nhất là khâu nhân viên.. rất nhiệt tình và thân thiện. Hài lòng về cách dịch vụ..,Quang Trường
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,10.0,Trưa nắng rất bực bội... lại thèm trà sữa. Vào quán toco d2 gặp những bạn nhân viên cực kì thân thiện. hướng dẫn tận tình làm mình thích lắm luôn... có thiện cảm ngay từ lúc bước vào cửa,Thanh Tuyền
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,4.8,ĐẮNG.... 😭,Trang Anh
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,10.0,Ngày 8/3 không pix dẫn bạn gái đi dâu. thui ghé vào toco để thử... công nhận các bạn nhân viên dầy thân thiện và nhiệt tình. Pha rất nhanh và vui vẻ. mai mốt sẽ tới ủng hộ quán nhé!,Foodee_C78fa824
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,10.0,"Lần đầu tiên uống toco luôn ý... không pix các chi nhánh khác như thế nào, riêng chi nhánh này trà sữa đậm vị rất ngon và thơm trà. Nói chung là ngon... sẽ ủng hộ lâu dài",Thuận Doãn Trọng
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,10.0,"Đã lâu rồi không ghé vì bận về quê ăn Tết. Nay quay lại quán đẹp ghê ta ơi 😍 sống ảo ưng dễ sợ hihi. Nước uống vẫn ngon như ngày nào, nhưng kiểu như lâu rồi không uống hay gì, uống vào cảm thấy ngon cực kì vậy đó haha. Phục vụ cũng vô cùng nhiệt tình luôn, thích mấy chị lắm luôn ☺",Miu
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,10.0,"Nước uống không hiểu sao càng ngày càng ngon, quán trang trí đẹp hơn nữa nè 😘

Chỉnh màu tối nên nó tối vậy thôi chứ khung cảnh quán sáng sủa lắm nhennn",Di Cát
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,4.2,"Tôi vừa đặt một Ly Hồng Trà size L đường 70% Đá 50%, trân châu sợi bên một app có ưu đãi sale 50%. Có vẻ vì có ưu đãi giàm đến một nữa nên nhân viên làm nước không cần chu đáo chăng? Cách đây vài ngay có đặt y vậy tại một chi nhánh khác và thức uống giao đến khiên tôi vô cùng hài lòng nhưng hôm nay tại chi nhánh này thì quá chán, trà thì nhạt toẹt như 0% đường, đặt trân châu sợi nhưng lúc giao qua lại là trân châu viên ( phần này có lẻ phải trách shipper vì không kiểm tra kĩ). Nói tóm lại là vô cùng thất vọng, nhân viên làm nước không có tâm, làm ăn tất trách!",Long Đặng
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,8.6,"Nói chung mình order ở quán rất nhiều lần rồi, lần nào mình cũng dặn k đá vì sợ giao tới nhà r thì đá tan mất ngon, mà lần nào ly k đá của quán cũng đầy ấp. Quán lúc nào cũng có mã giảm mà giao nước như vậy thì rất là có tâm. Gần nhà mình cũng có một chi nhánh nhưng nước lại k được ngon và đầy như ở đây nên mình luôn đặt ở quán này hết. Cảm nhận là trân châu ít khi nào bị sượng, có lần gọi 1 ly trà chanh leo k đá mà nước ngập tới nắp luôn, quá đã :).",My Pham
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,8.0,"Sau 4 lần order TocoToco ở 4 chi nhánh khác nhau thì thấy 1 điều là mỗi chi nhánh sẽ có cách đóng gói giao hàng khác nhau, như các chi nhánh khác là topping trong ly còn foam để riêng, thì chi nhánh này để topping riêng, foam thì để luôn trong ly mà cảm giác foam cũng nhiều hơn hẳn. Order mấy lần giờ mới uống được Trà hoàng gia kem phô mai, món này gọi lần nào cũng báo hết. Nói chung là vị khá ổn nhưng có vẻ hợp cho bạn nào thích uống ngọt hơn, vì dù gọi không đường nhưng vẫn thấy ngọt quá, mà được cái loại này có mứt xoài hay đào gì đấy giòn giòn uống kèm thấy hay hay, nếu không quá ngọt với mình thì chắc sẻ gọi món này dài dài. Trân chân bên chi nhánh này làm ok, vị cũng như độ dai vừa, không bị sượng cứng, chỉ là do gọi có cheese nên khi đổ trân châu vào phải hút bớt tầm 1/3 ly rồi mới bỏ vào được thì giống như quấy đều cheese lên hết thôi, nhưng cũng không phải là vấn đề gì mấy. Nói chung chi nhánh này mình thấy ok hơn khá nhiều.",Trương Ryan
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,10.0,"Tối này mình ghé thử quán để thuong thức trà sữa,,điều làm mình ấn tượng đầu tiên là cách phục vụ của bn order rất dễ thương, vui vẻ, nhiệt tình với mình... nước uống ngon lắm và không gian tuy hơi nhỏ nhưng mình cảm thấy quá ok. Sẽ ủng hộ nhìu nhìu",Bé Bông
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,8.0,"Hôm nay mình có ghé quán uống thử ..và cảm thấy trà sữa ở đây ngon lắm, đặc biệt là có nhiều ctrinh KM thích lám. Mấy bạn nhân viên ở đây khá là thân thiện, thích cách phục vụ của mấy bạn này. Sẽ ủng hộ quán nữa hihi",Thảo Ngọc
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,8.0,Trà sữa ở đây ngon vừa ý vs mình và đặc biệt mấy bn nhân viên vui vẻ nhiet tinh. K gian ở quán cung ok lắm. Sẽ ung ho nhiu hon nữa...😊😊😊,Hồ Thảo Trang
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,3.0,"Đi ngang thấy toco nên ghé vào mua, gọi 1 ly sakura ngân nhĩ. Mình chỉ mới uống vài hớp thì xin stop luôn. Uống vào như siro pha nước, vị khác hẳn so với chi nhánh khác, cũng không có miếng cam. Nhân viên phục vụ không có được một nụ cười.",Trâm Đỗ
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,10.0,Hôm qua có ctrinh giảm 70% nên đặt uống. Trà sữa ở đây thơm béo mình rất thích. Thường xuyên đặt trà sữa chi nhánh này uống và thấy khá ngon mặc dù khuyến mãi.,Phương Phạm
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,10.0,"Trà sữa và nước trái cây uống rất ngon. Độ ngọt của sữa và độ thanh của trà thật sự rất tuyệt vời. À nhất là mình rất thích ăn trân châu sợi ở đây, dai và mềm vừa phải không như những chi nhánh toco khác.
Thêm nữa ở đây rất hay có khuyến mãi luôn. Mình hầu như là mua khuyến mãi thôi nè hì hì. Chất lượng của nước khuyến mãi cũng chẳng thua kém gì chất lượng mua đúng giá.
À còn nữa. Nếu các bạn đến quán mua sẽ có chương trình bốc thăm trúng thưởng nhân dịp Tết đó. Bữa mình mới đến mua và ghi phiếu nè. Mong sẽ may mắn. Giải nhất là điện thoại gì á quên rồi haha. Thấy lợi với những người thích trà sữa nên mình review thôi :p",Phương Đặng
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,1.0,Order trà sữa về nhà mà không cho ống hút thì uống kiểu gì đây ????,Huyy Huyy
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,7.6,Km 60% uống cũng tạm 😂,Nguyễn Ngọc Thiện
TocoToco Bubble Tea D2 - Nguyễn Gia Trí,https://www.foody.vn/ho-chi-minh/tocotoco-bubble-tea-d2-nguyen-gia-tri,10.0,"Mình là một fan trà sữa, uống ở chi này rất nhiều. Dạo này ở quán có rất nhiều đổi mới, đặc biệt là nhân viên chào đón khách rất tốt và nhiệt tình",Phương Đặng
